Ontology 1,Ontology 2,Structurally Equivalent,Structural Additions,Structural Removals,Shared Axioms,Structural Diff Time,Effectual Additions,Ineffectual Additions,Effectual Removals,Ineffectual Removals,Logical Diff Time,Strengthening,StrengtheningNT,ExtendedDefinition,ExtendedDefinitionNT,PureAddition,PureAdditionNT,NewDescription,EAC Time,Added Rewrite,Added Standing Redundancy,Added Prospective Redundancy,Added Reshuffle,New,Novel,Pseudo Novel,IAC Time,Weakening,WeakeningRT,Reduced Definition,Reduced Definition RT,Pure Removal,Pure Removal RT,Retired Description,ERC Time,Removed Rewrite,Removed Standing Redundancy,Removed Prospective Redundancy,Removed Reshuffle,New,Novel,Pseudo Novel,IRC Time
Ont1,Ont2,false,7,7,2,1.6E-4,2,5,3,4,0.016,0,0,0,0,1,1,0,0.032,1,0,5,4,2,1,1,0.43,0,1,0,0,1,0,1,0.018,1,0,3,3,1,1,0,0.111
