Ontology 1,Ontology 2,Structurally Equivalent,Structural Additions,Structural Removals,Shared Axioms,Structural Diff Time,Effectual Additions,Ineffectual Additions,Effectual Removals,Ineffectual Removals,Logical Diff Time,Strengthening,StrengtheningNT,ExtendedDefinition,ExtendedDefinitionNT,PureAddition,PureAdditionNT,NewDescription,EAC Time,Added Rewrite,Added Standing Redundancy,Added Prospective Redundancy,Added Reshuffle,New,Novel,Pseudo Novel,IAC Time,Weakening,WeakeningRT,Reduced Definition,Reduced Definition RT,Pure Removal,Pure Removal RT,Retired Description,ERC Time,Removed Rewrite,Removed Standing Redundancy,Removed Prospective Redundancy,Removed Reshuffle,New,Novel,Pseudo Novel,IRC Time
Ont1,Ont2,false,95,47,18009,0.030635,95,0,15,32,0.019,0,0,0,0,10,15,70,0.253,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,0.242,0,0,32,0,32,32,0,1.254
