Ontology 1,Ontology 2,Structurally Equivalent,Structural Additions,Structural Removals,Shared Axioms,Structural Diff Time,Effectual Additions,Ineffectual Additions,Effectual Removals,Ineffectual Removals,Logical Diff Time,Strengthening,StrengtheningNT,ExtendedDefinition,ExtendedDefinitionNT,PureAddition,PureAdditionNT,NewDescription,EAC Time,Added Rewrite,Added Standing Redundancy,Added Prospective Redundancy,Added Reshuffle,New,Novel,Pseudo Novel,IAC Time,Weakening,WeakeningRT,Reduced Definition,Reduced Definition RT,Pure Removal,Pure Removal RT,Retired Description,ERC Time,Removed Rewrite,Removed Standing Redundancy,Removed Prospective Redundancy,Removed Reshuffle,New,Novel,Pseudo Novel,IRC Time
Ont1,Ont2,false,940,333,100251,0.242286,914,26,237,96,0.66,0,0,1,1,101,219,592,1.686,0,1,25,0,25,25,0,11.385,0,0,2,0,235,0,0,1.969,0,7,92,1,91,91,2,14.528
